,titles,author,pages,genres,pub_date,publisher,google_ratings,total_google_ratings,maturity,price,ebook,index,id,book_id,books_count,original_publication_year,original_title,short_title,language_code,goodbook_rating,ratings_count,work_ratings_count,work_text_reviews_count,main_tag,secondary_tag,minor_tag
96,A Color of His Own,Leo Lionni,40,Juvenile Fiction,2011-09-28,Knopf Books for Young Readers,4.0,36,NOT_MATURE,4.99,True,5437,5438,225545,28,1975.0,A Color of His Own,A Color of His Own,,4.25,17617,17884,350,picture-books,children-s-books,childrens
97,A Complicated Kindness,Miriam Toews,352,Fiction,2009-02-24,Seal Books,2.5,52,NOT_MATURE,,False,6790,6791,13374,37,2004.0,A Complicated Kindness,A Complicated Kindness,en-US,3.64,13981,15765,1062,fiction,canadian,canada
98,A Coney Island of the Mind,Lawrence Ferlinghetti,94,Literary Criticism,1958,New Directions Publishing,4.5,8,NOT_MATURE,,False,9920,9921,99713,10,1958.0,A Coney Island of the Mind: Poems,A Coney Island of the Mind,eng,4.16,9376,9445,297,poetry,beats,fiction
99,A Confederacy of Dunces,John Kennedy Toole,416,Fiction,2007-12-01,"Grove/Atlantic, Inc.",3.0,1001,NOT_MATURE,15.99,True,425,426,310612,131,1980.0,A Confederacy of Dunces,A Confederacy of Dunces,eng,3.89,170776,185391,11881,fiction,humor,pulitzer
100,A Connecticut Yankee in King Arthur's Court,Mark Twain,450,Americans,1917,,3.5,82,NOT_MATURE,,True,1621,1622,162898,798,1889.0,A Connecticut Yankee in King Arthur's Court,A Connecticut Yankee in King Arthur's Court,eng,3.76,50112,75361,2050,classics,fantasy,classic
101,A Constellation of Vital Phenomena,Anthony Marra,416,Fiction,2013-05-07,Hogarth,4.5,93,NOT_MATURE,4.99,True,2774,2775,18428067,49,2013.0,A Constellation of Vital Phenomena,A Constellation of Vital Phenomena,eng,4.13,23374,35300,5576,fiction,historical-fiction,war
102,A Cook's Tour: Global Adventures in Extreme Cuisines,Anthony Bourdain,274,"Cookery, International",2006,Raincoast Books,3.5,32,NOT_MATURE,,False,5273,5274,86856,38,2001.0,A Cook's Tour: Global Adventures in Extreme Cuisines,A Cook's Tour: Global Adventures in Extreme Cuisines,eng,3.97,16719,18151,885,food,non-fiction,travel
103,A Corner of the Universe,Ann M. Martin,224,Juvenile Fiction,2013-03-01,Scholastic Inc.,4.0,58,NOT_MATURE,4.99,True,9068,9069,65070,21,2002.0,A Corner of the Universe,A Corner of the Universe,eng,4.06,11914,12484,1105,young-adult,realistic-fiction,fiction
104,A Countess Below Stairs,Eva Ibbotson,383,Juvenile Fiction,2007,Speak,3.5,9,NOT_MATURE,,False,9860,9861,714569,29,1981.0,A Countess Below Stairs,A Countess Below Stairs,en-US,3.88,14422,16219,1661,historical-fiction,fiction,romance
105,A Course in Miracles,Foundation for Inner Peace,1333,"Body, Mind & Spirit",2007,Foundation for Inner Peace,4.5,16,NOT_MATURE,,False,3668,3669,173673,65,1975.0,A Course in Miracles,A Course in Miracles,,4.17,17015,22780,425,spirituality,spiritual,non-fiction
106,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,656,Young Adult Fiction,2017-05-02,Bloomsbury Publishing USA,4.5,34,NOT_MATURE,,False,1307,1308,17927395,39,2016.0,A Court of Mist and Fury,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",eng,4.72,108384,126491,22700,favourites,magic,2016-releases
107,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,432,Young Adult Fiction,2015-05-05,Bloomsbury Publishing USA,4.0,2703,NOT_MATURE,9.59,True,841,842,16096824,54,2015.0,A Court of Thorns and Roses,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",eng,4.29,167848,188723,25463,fantasy,young-adult,romance
108,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,432,Young Adult Fiction,2017-05-02,Bloomsbury Publishing USA,4.0,26,NOT_MATURE,9.59,True,7372,7373,23766634,18,2017.0,A Court of Wings and Ruin,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",eng,4.54,55037,68830,12210,fantasy,romance,young-adult
109,"A Crown of Swords (Wheel of Time, #7)",Robert Jordan,688,Fiction,2010-04-20,Macmillan,3.5,25,NOT_MATURE,9.99,True,1118,1119,13890,56,1996.0,A Crown of Swords,"A Crown of Swords (Wheel of Time, #7)",eng,4.0,86421,93771,1517,fantasy,wheel-of-time,fiction
110,A Cry In The Night,Mary Higgins Clark,352,Fiction,2011-11-29,Simon and Schuster,3.0,14,NOT_MATURE,,False,8829,8830,43345,67,1982.0,A Cry in the Night,A Cry In The Night,eng,3.84,12157,13886,533,mystery,mary-higgins-clark,fiction
111,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,1016,Fiction,2011,Bantam Dell Publishing Group,3.5,338,NOT_MATURE,,False,187,188,10664113,115,2011.0,A Dance with Dragons,"A Dance with Dragons (A Song of Ice and Fire, #5)",eng,4.31,365954,424618,20072,fantasy,fiction,series
112,"A Dance with Dragons: After the Feast (A Song of Ice and Fire #5, Part 2 of 2)",George R.R. Martin,1152,Fiction,2013,Bantam,3.5,346,NOT_MATURE,,False,6496,6497,13337716,43,2011.0,A Dance With Dragons: Part 2 After The Feast,"A Dance with Dragons: After the Feast (A Song of Ice and Fire #5, Part 2 of 2)",eng,4.41,11486,16917,929,fantasy,fiction,owned-books
113,"A Dance with Dragons: Dreams and Dust (A Song of Ice and Fire #5, Part 1 of 2)",George R.R. Martin,704,Fiction,2014-03-27,,3.5,6,NOT_MATURE,,False,6355,6356,13337715,47,2011.0,A Dance With Dragons: Part 1 Dreams and Dust,"A Dance with Dragons: Dreams and Dust (A Song of Ice and Fire #5, Part 1 of 2)",en-GB,4.32,11636,17095,721,fantasy,fiction,owned-books
114,A Dangerous Fortune,Ken Follett,576,Fiction,2010-07-21,Dell,4.0,26,NOT_MATURE,8.99,True,4681,4682,825508,100,1993.0,A Dangerous Fortune,A Dangerous Fortune,eng,3.99,18219,24291,1239,historical-fiction,fiction,ken-follett
115,"A Dangerous Path (Warriors, #5)",Erin Hunter,368,Juvenile Fiction,2009-10-13,Harper Collins,5.0,1,NOT_MATURE,7.99,True,4772,4773,336245,45,2004.0,A Dangerous Path,"A Dangerous Path (Warriors, #5)",eng,4.42,26126,27711,727,fantasy,animals,warriors
116,A Dark Lure,Loreth Anne White,416,Fiction,2015-07-01,Montlake Romance,,,NOT_MATURE,,False,6964,6965,25316313,7,2015.0,,A Dark Lure,en-US,4.14,12579,12655,1117,mystery,thriller,fiction
117,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,400,Fiction,2015-02-24,Macmillan,4.0,57,NOT_MATURE,9.99,True,2115,2116,22055262,36,2015.0,A Darker Shade of Magic,"A Darker Shade of Magic (Shades of Magic, #1)",eng,4.07,61419,73529,11789,fantasy,young-adult,fiction
118,"A Darkness At Sethanon (The Riftwar Saga, #4)",Raymond E. Feist,448,Fiction,2017-08-22,Spectra,4.0,9,NOT_MATURE,6.99,True,2284,2285,13813,57,1986.0,A Darkness at Sethanon ,"A Darkness At Sethanon (The Riftwar Saga, #4)",en-GB,4.17,45104,48282,494,fantasy,fiction,epic-fantasy
119,"A Darkness More Than Night (Harry Bosch, #7; Terry McCaleb, #2; Harry Bosch Universe, #9)",Michael Connelly,496,Fiction,2001-01-23,"Little, Brown",4.0,33,NOT_MATURE,9.99,True,3869,3870,76867,98,2000.0,A Darkness More Than Night,"A Darkness More Than Night (Harry Bosch, #7; Terry McCaleb, #2; Harry Bosch Universe, #9)",eng,4.12,25552,31123,1151,mystery,michael-connelly,crime
120,A Death in Sweden,Kevin Wignall,,Fiction,2016-01-21,"Lulu Press, Inc",,,NOT_MATURE,,False,7070,7071,27810589,11,2016.0,,A Death in Sweden,,3.79,12956,13075,705,thriller,mystery,fiction
121,"A Death in Vienna (Gabriel Allon, #4)",Daniel Silva,400,Fiction,2005-02-01,Penguin,4.0,21,MATURE,,False,6902,6903,93802,55,2003.0,A Death In Vienna,"A Death in Vienna (Gabriel Allon, #4)",eng,4.17,12761,15709,706,thriller,fiction,daniel-silva
122,A Death in the Family,James Agee,320,Fiction,2008-09-10,Penguin,4.0,30,NOT_MATURE,14.99,True,9688,9689,113091,66,1957.0,A Death in the Family,A Death in the Family,eng,3.92,10900,11678,843,fiction,classics,pulitzer
123,"A Deepness in the Sky (Zones of Thought, #2)",Vernor Vinge,608,Fiction,2007-04-01,Macmillan,4.0,61,NOT_MATURE,9.99,True,4725,4726,226004,39,1998.0,A Deepness in the Sky,"A Deepness in the Sky (Zones of Thought, #2)",en-US,4.32,21876,23477,741,science-fiction,sci-fi,fiction
124,A Different Blue,Amy Harmon,330,Young Adult Fiction,2017-05-30,,,,NOT_MATURE,,False,8487,8488,17443673,18,2013.0,A Different Blue,A Different Blue,eng,4.22,14183,19902,2546,,,
125,"A Dirty Job (Grim Reaper, #1)",Christopher Moore,416,Fiction,2009-10-13,Harper Collins,4.0,139,NOT_MATURE,8.99,True,1152,1153,33456,38,2006.0,A Dirty Job,"A Dirty Job (Grim Reaper, #1)",en-US,4.08,78523,84684,5640,humor,fantasy,comedy
126,"A Discovery of Witches (All Souls Trilogy, #1)",Deborah Harkness,592,Fiction,2011-02-08,Penguin,3.5,666,NOT_MATURE,10.99,True,378,379,8667848,99,2011.0,A Discovery of Witches,"A Discovery of Witches (All Souls Trilogy, #1)",eng,3.99,226622,249735,25179,fantasy,fiction,paranormal
127,A Distant Mirror:  The Calamitous 14th Century,Barbara W. Tuchman,784,History,2011-08-03,Random House,4.0,567,NOT_MATURE,13.99,True,4905,4906,568236,51,1978.0,A Distant Mirror: The Calamitous 14th Century,A Distant Mirror:  The Calamitous 14th Century,eng,4.11,21776,22774,989,history,non-fiction,medieval
128,"A Dog's Journey (A Dog's Purpose, #2)",W. Bruce Cameron,336,Fiction,2012-05-08,Macmillan,4.0,556,NOT_MATURE,,False,7402,7403,13167796,29,2012.0,A Dog's Journey: Another Novel for Humans,"A Dog's Journey (A Dog's Purpose, #2)",en-US,4.41,12513,15327,2164,fiction,animals,dogs
129,A Dog's Life: The Autobiography of a Stray,Ann M. Martin,208,Juvenile Fiction,2013-04-30,Scholastic Inc.,4.5,22,NOT_MATURE,3.99,True,8330,8331,343718,17,2005.0,A Dog's Life: Autobiography of a Stray,A Dog's Life: The Autobiography of a Stray,eng,4.18,11112,12615,1162,animals,dogs,fiction
130,"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron,336,Fiction,2012-05-08,Macmillan,4.0,556,NOT_MATURE,,False,1470,1471,7723542,77,2010.0,A Dog's Purpose ,"A Dog's Purpose (A Dog's Purpose, #1)",en-US,4.35,65091,75517,10147,fiction,animals,dogs
131,A Doll's House,Henrik Ibsen,284,"Domestic drama, Norwegian",1902,,4.0,1,NOT_MATURE,,True,1579,1580,37793,603,1879.0,Et dukkehjem,A Doll's House,eng,3.69,69450,79492,2701,plays,drama,fiction
132,"A Drink Before the War (Kenzie & Gennaro, #1)",Dennis Lehane,282,Fiction,2003,Houghton Mifflin Harcourt,4.0,32,NOT_MATURE,,False,3743,3744,21685,63,1994.0,A Drink Before the War,"A Drink Before the War (Kenzie & Gennaro, #1)",en-US,3.96,25800,29551,1639,mystery,fiction,crime
133,"A Faint Cold Fear (Grant County, #3)",Karin Slaughter,528,Fiction,2009-10-13,Harper Collins,3.5,25,NOT_MATURE,7.24,True,5358,5359,21721,79,2003.0,A Faint Cold Fear,"A Faint Cold Fear (Grant County, #3)",en-US,4.12,18827,22211,815,mystery,karin-slaughter,thriller
134,A Fall of Marigolds,Susan Meissner,370,Fiction,2014,Penguin,4.0,12,NOT_MATURE,,False,4987,4988,18114142,12,2014.0,,A Fall of Marigolds,,4.04,17015,21299,2623,historical-fiction,fiction,historical
135,A Farewell to Arms,Ernest Hemingway,352,Fiction,2014-05-22,Simon and Schuster,5.0,3,NOT_MATURE,,False,400,401,10799,425,1929.0,A Farewell to Arms,A Farewell to Arms,en-US,3.79,186613,207523,7249,classics,fiction,classic
136,"A Fatal Grace (Chief Inspector Armand Gamache, #2)",Louise Penny,320,Fiction,2007-05-15,Minotaur Books,5.0,1,NOT_MATURE,9.99,True,3620,3621,352921,55,2007.0,A Fatal Grace,"A Fatal Grace (Chief Inspector Armand Gamache, #2)",en-US,4.11,27437,34910,3321,mystery,fiction,mysteries
137,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,753,Fiction,2014,Bantam,3.5,3209,NOT_MATURE,,False,164,165,13497,176,2005.0,A Feast for Crows,"A Feast for Crows (A Song of Ice and Fire, #4)",en-US,4.1,428186,481130,18876,fantasy,fiction,series
138,A Fine Balance,Rohinton Mistry,624,Fiction,2010-07-21,Vintage,4.0,115,NOT_MATURE,14.99,True,778,779,5211,79,1996.0,A Fine Balance,A Fine Balance,eng,4.34,99252,104516,7227,fiction,historical-fiction,favourites
139,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,624,Fiction,2010-04-01,Tor Science Fiction,4.0,48,NOT_MATURE,9.99,True,2692,2693,77711,67,1992.0,A Fire Upon The Deep,"A Fire Upon the Deep (Zones of Thought, #1)",eng,4.13,37986,40508,1801,science-fiction,sci-fi,fiction
140,A Fish Out of Water,Helen Marion Palmer,64,Fishes,1961,HarperCollins Publishers,4.0,19,NOT_MATURE,,False,6707,6708,899608,12,1961.0,A Fish Out of Water,A Fish Out of Water,eng,4.21,19536,19604,194,picture-books,childrens,children
141,"A Fistful of Charms (The Hollows, #4)",Kim Harrison,100,Fiction,2012-12-18,Harper Collins,3.5,56,NOT_MATURE,,False,3329,3330,30260,38,2006.0,A Fistful of Charms,"A Fistful of Charms (The Hollows, #4)",eng,4.28,43181,46272,1168,urban-fantasy,fantasy,paranormal
142,A Fraction of the Whole,Steve Toltz,576,Fiction,2010-04-30,Anchor Canada,4.0,39,NOT_MATURE,,False,8546,8547,1833852,48,2008.0,A Fraction of the Whole,A Fraction of the Whole,,4.06,7646,10378,1552,fiction,australia,australian
143,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,694,Fiction,1996,Bantam,4.0,2659,NOT_MATURE,,False,38,39,13496,101,1996.0,A Game of Thrones,"A Game of Thrones (A Song of Ice and Fire, #1)",eng,4.45,1319204,1442220,46205,fiction,epic-fantasy,favourites
144,"A Game of Thrones / A Clash of Kings (A Song of Ice and Fire, #1-2)",George R.R. Martin,784,Fiction,2003-01-01,Bantam,4.0,819,NOT_MATURE,9.99,True,3774,3775,5061675,10,1996.0,A Clash of Kings,"A Game of Thrones / A Clash of Kings (A Song of Ice and Fire, #1-2)",,4.53,22259,22573,570,fantasy,fiction,game-of-thrones
145,"A Game of Thrones: Comic Book, Issue 1",Daniel Abraham,240,Comics & Graphic Novels,2012,Bantam,3.5,5,NOT_MATURE,,False,5343,5344,18337259,6,2011.0,A Song of Ice and Fire Graphic Novels,"A Game of Thrones: Comic Book, Issue 1",eng,4.65,18667,20181,188,fantasy,comics,graphic-novels
146,"A Game of Thrones: The Graphic Novel, Vol. 1",Daniel Abraham,240,Comics & Graphic Novels,2012,Bantam,3.5,5,NOT_MATURE,,False,3281,3282,12962439,25,2011.0,A Game of Thrones - The Graphic Novel Volume 1,"A Game of Thrones: The Graphic Novel, Vol. 1",eng,4.48,25533,26951,808,comics,fiction,fantasy
147,A Game of You (The Sandman #5),Neil Gaiman,185,Comics & Graphic Novels,1993,Dc Comics,4.0,6178,NOT_MATURE,,False,2936,2937,25102,33,1993.0,The Sandman: A Game of You,A Game of You (The Sandman #5),eng,4.43,37211,41935,1037,graphic-novels,comics,fantasy
148,A Gate at the Stairs,Lorrie Moore,336,Fiction,2009-09-01,Vintage,3.0,116,NOT_MATURE,11.99,True,7065,7066,6076387,38,2009.0,A Gate at the Stairs,A Gate at the Stairs,eng,3.14,13590,15214,3050,fiction,novels,contemporary-fiction
149,"A Gathering of Shadows (Shades of Magic, #2)",V.E. Schwab,512,Fiction,2016-02-23,Macmillan,4.0,2635,NOT_MATURE,9.99,True,4385,4386,20764879,21,2016.0,A Gathering of Shadows,"A Gathering of Shadows (Shades of Magic, #2)",eng,4.33,29389,35079,6274,fantasy,magic,young-adult
150,A Gentleman in Moscow,Amor Towles,462,Fiction,2016,Penguin,4.5,114,NOT_MATURE,,False,3951,3952,29430012,29,2016.0,A Gentleman in Moscow,A Gentleman in Moscow,eng,4.37,33394,46320,7226,historical-fiction,fiction,russia
151,A Girl Like You,Gemma Burgess,432,Fiction,2011-01-27,HarperCollins UK,4.0,101,NOT_MATURE,,False,8291,8292,9712341,7,2011.0,A Girl Like You,A Girl Like You,eng,3.95,12117,12716,690,chick-lit,romance,contemporary
152,A Girl Named Zippy,Haven Kimmel,240,Biography & Autobiography,2002-06-18,Broadway Books,4.0,61,NOT_MATURE,11.99,True,3567,3568,15171,23,2001.0,"A Girl Named Zippy: Growing up Small in Mooreland, Indiana ",A Girl Named Zippy,,3.79,27928,30263,3487,memoir,non-fiction,memoirs
153,"A Girl of the Limberlost (Limberlost, #2)",Gene Stratton-Porter,352,Juvenile Fiction,2006-06-27,Applewood Books,4.0,20,NOT_MATURE,,False,7832,7833,17567,213,1909.0,A Girl of the Limberlost,"A Girl of the Limberlost (Limberlost, #2)",eng,4.14,13071,15705,1242,classics,young-adult,historical-fiction
154,A God in Ruins,Kate Atkinson,480,Fiction,2015-05-05,"Little, Brown",3.5,65,NOT_MATURE,11.99,True,2847,2848,3722183,58,2015.0,A God in Ruins,A God in Ruins,eng,3.92,26604,34179,4886,fiction,historical-fiction,historical
155,A Good Man is Hard to Find and Other Stories,Flannery O'Connor,180,Fiction,1993,Rutgers University Press,3.0,1,NOT_MATURE,23.95,True,3807,3808,48464,1,1953.0,"A Good Man Is Hard to Find, and Other Stories",A Good Man is Hard to Find and Other Stories,,4.24,25504,29992,1615,fiction,classics,literature
156,"A Good Yarn (Blossom Street, #2)",Debbie Macomber,400,Fiction,2014-05-01,Harlequin,,,NOT_MATURE,5.99,True,6527,6528,143761,40,2005.0,A Good Yarn,"A Good Yarn (Blossom Street, #2)",en-US,4.11,16467,17712,920,debbie-macomber,fiction,romance
157,"A Great Deliverance (Inspector Lynley, #1)",Elizabeth  George,432,Fiction,2010-12-08,Bantam,4.0,14,NOT_MATURE,7.99,True,4230,4231,31374,89,1988.0,A Great Deliverance,"A Great Deliverance (Inspector Lynley, #1)",en-US,4.06,28027,30202,1248,mystery,fiction,mysteries
158,"A Great Reckoning (Chief Inspector Armand Gamache, #12)",Louise Penny,400,Fiction,2016-08-30,Minotaur Books,4.5,51,NOT_MATURE,9.99,True,5421,5422,28220985,17,2016.0,A Great Reckoning,"A Great Reckoning (Chief Inspector Armand Gamache, #12)",eng,4.46,13563,20529,2896,mystery,fiction,mysteries
159,"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,416,Juvenile Fiction,2010-05-01,Simon and Schuster,3.5,244,NOT_MATURE,,False,585,586,3682,65,2003.0,A Great and Terrible Beauty,"A Great and Terrible Beauty (Gemma Doyle, #1)",eng,3.79,173613,182107,8902,fantasy,young-adult,historical
160,A Grief Observed,C.S. Lewis,112,Religion,2001-02-06,Zondervan,4.0,40,NOT_MATURE,,False,2780,2781,49221,87,1961.0,A Grief Observed,A Grief Observed,en-US,4.26,35913,38154,1930,christian,religion,christianity
161,"A Grimm Warning (The Land of Stories, #3)",Chris Colfer,448,Juvenile Fiction,2014-07-08,"Little, Brown Books for Young Readers",4.0,9,NOT_MATURE,7.99,True,9027,9028,20706320,32,2014.0,A Grimm Warning,"A Grimm Warning (The Land of Stories, #3)",eng,4.54,13695,15179,1232,fantasy,middle-grade,series
162,A Grown-Up Kind of Pretty,Joshilyn Jackson,336,Fiction,2012-01-25,Grand Central Publishing,3.5,118,NOT_MATURE,9.99,True,7707,7708,10960383,20,2010.0,,A Grown-Up Kind of Pretty,eng,3.93,14800,15821,2072,fiction,chick-lit,audio
163,A Handful of Dust,Evelyn Waugh,304,Fiction,2012-12-11,"Little, Brown",,,NOT_MATURE,11.99,True,5907,5908,531262,76,1934.0,A Handful of Dust,A Handful of Dust,en-US,3.92,17370,19093,907,fiction,classics,1001-books
164,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",Terry Pratchett,400,Young Adult Fiction,2009-10-06,Harper Collins,4.5,68,NOT_MATURE,8.99,True,2610,2611,34501,73,2004.0,A Hat Full of Sky,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",eng,4.29,43460,49173,1400,fantasy,discworld,young-adult
165,A Head Full of Ghosts,Paul Tremblay,320,Fiction,2015-06-02,HarperCollins,4.0,35,NOT_MATURE,11.99,True,5953,5954,23019294,23,2015.0,A Head Full of Ghosts,A Head Full of Ghosts,eng,3.82,14101,17843,2933,horror,fiction,thriller
166,A Heartbreaking Work of Staggering Genius,Dave Eggers,416,Biography & Autobiography,2013-02-12,Simon and Schuster,3.0,3927,NOT_MATURE,11.99,True,494,495,4953,65,2000.0,A Heartbreaking Work of Staggering Genius,A Heartbreaking Work of Staggering Genius,eng,3.68,145459,149779,8673,fiction,memoir,non-fiction
167,A Hero of Our Time,Mikhail Lermontov,141,Fiction,2015-09-04,Xist Publishing,,,NOT_MATURE,1.99,True,3138,3139,226378,317,1840.0,????? ?????? ???????,A Hero of Our Time,eng,4.11,29747,33953,983,classics,russian,fiction
168,"A Hidden Fire (Elemental Mysteries, #1)",Elizabeth   Hunter,264,Fiction,2012-03-01,Createspace Independent Pub,5.0,1,NOT_MATURE,,False,6702,6703,12755792,14,2011.0,A Hidden Fire,"A Hidden Fire (Elemental Mysteries, #1)",,4.05,13646,19967,1716,paranormal,vampires,romance
169,A Higher Call: An Incredible True Story of Combat and Chivalry in the War-Torn Skies of World War II,Adam Makos,392,History,2014-05-06,Penguin,4.5,22,NOT_MATURE,,False,7901,7902,15808816,17,2012.0,A Higher Call: An Incredible True Story of Combat and Chivalry in the War-Torn Skies of World War II,A Higher Call: An Incredible True Story of Combat and Chivalry in the War-Torn Skies of World War II,eng,4.32,8975,10951,1309,history,non-fiction,wwii
170,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Karen Armstrong,496,Religion,2011-08-10,Ballantine Books,3.5,1117,NOT_MATURE,5.99,True,2726,2727,3873,66,1975.0,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam","A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",eng,3.85,32506,34576,1143,religion,history,non-fiction
171,A History of Western Philosophy,Bertrand Russell,728,Philosophy,2013-04-15,Routledge,5.0,1,NOT_MATURE,,False,4269,4270,243685,92,1945.0,A History of Western Philosophy And Its Connection with Political and Social Circumstances from the Earliest Times to the Present Day,A History of Western Philosophy,en-US,4.05,20895,22493,686,philosophy,history,non-fiction
